Place,Type,Size,Neighborhood,Address,Ambience,Purchase Required,Parking Situation,Free Wi-Fi,Has Cinnamon Rolls,Has Reviews,Description,Website,Google Maps Profile URL,Apple Maps Profile URL,Comments,Google Maps Place Id,Latitude,Longitude,Place Enhancements Link,Last Modified Time,Created Time,Operational,Photos
Local Patriot Roasting Company,Coffee Shop,Unsure,Kannapolis,"139 West Ave, Kannapolis, NC 28081, USA",,Yes,Free,Unsure,Unsure,Yes,,http://www.localpatriotcoffee.com/,https://maps.google.com/?cid=3880255288643272971,"https://maps.apple.com/?ll=35.497188,-80.62563659999999&q=Local%20Patriot%20Roasting%20Company",,ChIJgf5aPowJVIgRC8FpZaBv2TU,35.497188,-80.62563659999999,,12/27/2024 2:54pm,8/17/2024 11:10am,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqGj8UK5OvlTwnratTbj4ocMTELlXRsK5IrQLp7wbqQSnwA7ACItU43CvoR2oGOrchVsU7Wyn5MduZFO1b5BSna1pL-G1Dwo71U=s4800-w3024-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqGeOep3Dxp4FUyj0722mBq6_Ccf7ZIP9uv7x4ySXjzKlcQZxtB7CHjOl7o9cCM8L186BsH22vvQLOrNQx0f59qxCrcKJ8KKsHQ=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqHxDAhU46-H8rXZzhBsUS7ZoIxcxfFcuZH6oWzjZUiUt2JxFPAbrwUd5FuyxhoAuto8U0cjzYaGlfmxT4DKyPYUY6zxh0DIQKw=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqHfyewBntkOWyW2YMyZQLpehEqRQlcMezWM9raVWFOIBZs0QnoNVrfBt4HWQL7Giw0cR3lTL3gufOjvTzvE2a1PnKn34LpJFxM=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqEvO5sWPU32X3KOPSncUkVuTACx1zVkdBdotEDxtRnBUnkYeff7zPjR1pTeWL2_PKefnnY2iRWAYCWVjB6jpbCP9u2D5KV3_yc=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGzsBifgdNPVdqZilEUY1pHEl_I7g4uC-LB0rWdjpi-jt_gD8lYbZNbL3CZwko4c8s-i0bGdJvrIYPGIDsjF65-PzNMiPNqjp4=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqFWwrlA2BBoWgd7wKRbPIqUPBKsFM6KrkPTkXEyCsV66m_KDxQ_Egs3Yxr9-KctJkIjK0ux10pndqdJYGhbNhWh_VbvnHOCeLo=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqFuv1Ih4O4N_IaFLWMBfMiWON21wXjQPQfpIGt9koYyJHFhaDQVW9t9E65-bx3b9qw8W9yz-HyzbOsnSd1NOOZhSX39_wV1rlk=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqFsdN4xSwv-2Evpl9ubFV0RDq-uvH5bh-unuT0TqqulBCvBrmLgFgHP_OkArB-8pVYuo2t-VrCKquIcLTHTrY9M116qMwPB8VM=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqHhefcx5ykbxqkrXTMks53a9nOyyBayfRmeg1dfqjVNMlnDKjEji52ewIft82Z4UqPCsTmzGmaEh6poVNtn9AqbZMWTlv8eA5c=s4800-w3024-h4032']"
Lottie’s Cafe,Café,Medium,Uptown,"210 E Trade St, Charlotte, NC 28202, USA",,Yes,Paid,Yes,Sometimes,Yes,"A family-run, Black-owned coffee shop located in Uptown Charlotte’s Queen City Quarter. Serving coffee, specialty drinks, pastries, and light meals, it provides a welcoming space for people to gather and relax.",http://lottiesclt.com/,https://maps.google.com/?cid=8891204861609243009,"https://maps.apple.com/?ll=35.2258936,-80.8422417&q=Lottie%E2%80%99s%20Cafe","Great spot to grab some food/coffee, work, study, or just chill in a cozy environment. It has that true family vibe—don’t be surprised if the owner or a family member stops by for a friendly chat. The pastries, particularly the donuts, are incredible. That's because they source them from Beyond Amazing Donuts, another local black-owned business, and a favorite of mine (they have marvelous cinnamon rolls). That plus the laid-back atmosphere makes it a great place to hangout!",ChIJaSmx5QKhVogRgfFxybbnY3s,35.2258936,-80.8422417,,1/7/2025 9:13am,6/24/2024 4:42pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqE8AJsSCYr6GnRbu8HdU0rxqokOQP0nj2Km3nH-LyU0-xbZIZXREqzHb6NTZ7JZph54D7oYXG4r3dy-NdOGVsP12_w700nx774=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGGNT_vVcFCXvvoH1wiPaqURubTQUNh6F1P4WNsiBbw_3hV8R-Xvly_2XmbbjEgq0Wx6r9ASO68ocFa_aqvrhtOVPneYK6F-XE=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqE4zd8qlndrmIDmcCsEtKYqP23Le5rvg6sENKMDsMUtX5isC8_3U9bn1WRZddV0XDkMIKudjBHl087Qjgx4xtJYVCSalRWrNA8=s4800-w3600-h4800']"
Luck Factory Games,Game Store,Large,Concord,"305 McGill Ave NW Suite 80, Concord, NC 28027, USA",,No,Unsure,Unsure,No,Yes,,http://www.luckfactorygames.com/,https://maps.google.com/?cid=7948036281653867718,"https://maps.apple.com/?ll=35.413832,-80.6021927&q=Luck%20Factory%20Games",,ChIJTfOOfSAPVIgRxjTlPeMYTW4,35.413832,-80.6021927,,1/7/2025 9:12am,8/3/2024 3:56pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqFj9rUKwxgn5TZbsspGUCUOAuShDIamCSpHERGO4MhnnkfraSaVl4oO_nd3TJhiLJYI1-do6Wi3dGXdnYBU8U35n0DoXQHZyMU=s4800-w3024-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqHmSAzBFcISI7ELwVsURizA6fJ6Pzu5zLN6NA0u8cADqWWG0F8M59zFYjElmpSHNoqDy41dvksRWsUgpWPxCf7z-i5EhGL7ghw=s4800-w3024-h4032']"
Mac Tabby Cat Café | NoDa,Café,Small,NoDa,"3204 N Davidson St, Charlotte, NC 28205, USA",Quirky,Yes,Free,Yes,No,Yes,"Good energy, local coffee, craft beer, and CATS ,right in the heart of two beautiful historic districts in North Carolina: NoDa, Charlotte and Downtown Concord! Twelve adoptable cats roam the CAT LOUNGE - and they are ready to play! Our CAFE is separate and offers coffee, wine, craft beer and more!",http://www.mactabby.com/,https://maps.google.com/?cid=7912872156771054440,"https://maps.apple.com/?ll=35.247082999999996,-80.8054386&q=Mac%20Tabby%20Cat%20Caf%C3%A9%20%7C%20NoDa",This is exactly what the name suggests. A café filled with cats you can hangout with.,ChIJs5IwQRGgVogRaPNqaU0r0G0,35.247082999999996,-80.8054386,,1/6/2025 12:38pm,11/7/2022 5:53pm,Yes,[]
Mado Bakery and Cafe,"Bakery,Café",Unsure,Rock Hill,"1108 Cherry Rd, Rock Hill, SC 29732, USA",,Yes,Free,Unsure,Unsure,Yes,,,https://maps.google.com/?cid=5533563301200999040,"https://maps.apple.com/?ll=34.9503159,-81.0189604&q=Mado%20Bakery%20and%20Cafe",,ChIJjcmjAUqJVogRgDI5HoEqy0w,34.9503159,-81.0189604,,1/7/2025 9:13am,6/13/2024 1:25pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqHhejdHHn-4wls-xVmnlP1-mp-TWCNMjuQXhPURaliip6DU-lEMcxc3t49hhmVrzhLxBeObVmuLM_g5XqXU9i_-1Tx9cd4YhT4=s4800-w4800-h3600', 'https://lh3.googleusercontent.com/places/ANXAkqHIk9NakruhXix3SF5HfUSS1YjXcIoYPN2mOzNmRYJ9uOleblw7_Apg1xcsfHschL5FIwTA6owvA9jy8dSrp00vys-9XZykA3M=s4800-w1280-h958', 'https://lh3.googleusercontent.com/places/ANXAkqE6-iNAhpOc0D02NbhE_qJSvh2Abau3Z8haMY-YSKs2CWfIYFyhtTiBXMGRM7PUI7SzHJV3VzidZt5D1EQoQ43uVbfe-CSyOy0=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqFgJO5DOsBYgQdfDgMUD89ZTq73VwvJQGQ-E8Wb2DsQZKZMTQf93dmoUTTVlXS7_vJljka6OA_urMbCncEYAKo5OQA0fE_CH00=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqFk1ZzDYhYoKQvT1tr-cHqwqOnpM0StDV2pqpzZhjPE6AKeSorlmyVmOZs_BnQgms4J0EHGUR0QWzl816BJ--yR_n1w34tPaT8=s4800-w3024-h4032']"
Matcha Café Maiko,Café,Small,Raintree,"8128 Providence Rd #900, Charlotte, NC 28277, USA",,Yes,Free,Unsure,No,Yes,Café offering coffee and a variety of matcha based drinks and treats.,https://www.matchacafe-maiko.com/eng/,https://maps.google.com/?cid=4951279668067836504,"https://maps.apple.com/?ll=35.09594750000001,-80.7800871&q=Matcha%20Caf%C3%A9%20Maiko",,ChIJt-4_MeEnVIgRWCLMBqB6tkQ,35.09594750000001,-80.7800871,,1/7/2025 9:13am,11/6/2022 6:53pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqGEd1nutgZu6OqNqK_AImvTUisxFjIzHDyEzshqO_QroFtv_hK5UmLMxXCQmQWtv2dMqwzuBLeo4yMJ9MzvWj_WyppmS9ldEZs=s4800-w828-h1104', 'https://lh3.googleusercontent.com/places/ANXAkqFc5R6yLc2TYUbHao8Wzge92PbrW5IcI5f0RyKsqxg6JaJA1ji5HGensYSVqbowbVoL1x6--dA4msGNLBG_Vk5C3QD0crYqpUc=s4800-w828-h828', 'https://lh3.googleusercontent.com/places/ANXAkqGnHQ42aQBeTQT0ci21bXKbAKoEHx6wIxJ2U71dfkfkgk-KEr4OHzS84KgSkFqM3uh5bugofUgVYRtRymoDY_SWKwno_4egMQs=s4800-w1170-h1598', 'https://lh3.googleusercontent.com/places/ANXAkqHYRg5qdsmfz-C1PFyg_OMVEUfCsXaIf0lWACzvLeBOj2nzPo35YZdnGzRvap9mrs-Q2wPX4Xv_Q2faGbqsWs_jf95q642YTRU=s4800-w2252-h2252', 'https://lh3.googleusercontent.com/places/ANXAkqGLZZzKcLVMuOk8iLYIQQL3l7iCQmW6CW-ZYMMTfWwyhiQXE8NSiZIRjD3d6DBZ0BmRkEhReo37IHPRPQhPc33AEiVuWGoYCxQ=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqHpQ8eZNcQ8h8329dkeHYJ-Qy0oeB--aJbRbAbmxlCwmgMpkhQMpcxyyXTj82F9vK6uDklN688hHvvlDlGRGWo7tjfj4AOa4WM=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqFcPXTSMtF0uc1yBiIRPwA-zociFNhJr3RPpOLj2wvVQPiLDhHGAx0nM8WXx67NPlbkN8qjUMjdN1Q_iu-17_YypuwVvF2G4ew=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqH3yKXDWzuxpm4iKOeuGrKEQqL7whhBqzJps-N4LwbZ9yPxgObLQ4A8h4SDkTkq0HZGYlAcKpEhM6Pmv4Qzo-YUtF4LV-dlLw=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqFguMIkRD5_AbxNRURkdIGSdoRm_-UYUoqK8CFEBcico-6UyNnUFJhyRl_UCNQxRAIu1sfjPunulx7-ROYMJYIgxxkHTXiRog8=s4800-w4032-h3024']"
Mocco Bistro,Bakery,Medium,LoSo,"4004 South Blvd E, Charlotte, NC 28209, USA",,Yes,Free,Unsure,No,Yes,"Greek bakery featuring a variety of treats and a relaxed, friendly atmosphere.",https://mocco-bistro.com/,https://maps.google.com/?cid=7704192333619367132,"https://maps.apple.com/?ll=35.188266,-80.875911&q=Mocco%20Bistro",,ChIJX94-BBifVogR3Iyr3hvK6mo,35.188266,-80.875911,,1/7/2025 9:13am,11/6/2022 6:53pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqGQYspbcP1ja8daWyXuDZ5vlw0Tc_pCHXaoA-mxAMRbp2Dbycbcwm-gSRVhC_AMn5ajCWEBwfI6jHocxS0_kSU8b_3E4Bn7NgE=s4800-w2048-h1152', 'https://lh3.googleusercontent.com/places/ANXAkqFKVnnoDvEKiST7G4b1CAC4GKMgGQGtwKjD2-O4Lb-0Xc6n2yqki_W5TCC_aDUIQucxZs4VZ0QJdD5GBDmarmUn2fE9eZYr2WY=s4800-w459-h459', 'https://lh3.googleusercontent.com/places/ANXAkqECY9TRqRr0_DvaPlMODxxX5eqRs_GXqpB3v_P2lMzbXWGmBS6Wfb8URbRGdQlY8vNybFxvddO3AbUQIBzVlRek1UjL3dlGJDc=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqG0UM4YRQuSylhK9R4loWMC0CYPn2KrrPdNDTvubgIsvhTwnrZVe96-OGUy8flCMEDHe-Hvvv4VcV0f-VEdf-UVIqb7OqTrx_s=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqH6-lcNI2gZZrI9z7H2w_astbf4_gxwJnpNACEE_l7_LaxG7tr6M5kOi-7hlsQUPX76sPxViOL440iQR_WtZ_HeVhWRcUtcX18=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqHfQBJL5COx_LSCSVs_6Q-IVMAATr3jGgnh6QJygSo3MS5gu-2nQndc8iLeaVSgHDsVy0Qd_WXuGCcZKgBkMKVrArIS62w0_2E=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqE7Tzv_7F-iOp6CBtlG0m8qNXrZUBJT2abzOSpcRneom7F6J1vg4kj1_gwTSUZDo3rGMdbHiBu2pXl6HHs9s1mzzV_6q_bwzV4=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqFWChEBIdRrXidHIRfmp-xPo6KgNJhSEyh7ZoHpzCg7v218Jk7WZYfeVhzN-7grIBeqERYlaXusMpzQZgaL_8XcfiRyTfs1Whg=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqH5Q9cjitL0oVlolyuFd1u-FPvcVl3MKt-ts1qqCGArz9l8qJH7HIEhW53tOO6WJXHBopM8H4hVl6Eq6QPY4Nu-63rHmpbWjs0=s4800-w3024-h4032']"
Mugs Coffee,Coffee Shop,Medium,SouthPark,"5126 Park Rd #1d, Charlotte, NC 28209, USA","Chill,Cozy",Yes,Free,Yes,No,Yes,Coffee shop providing area-sourced java & pastries in a chill space with local artwork & free Wi-Fi.,http://www.mugsofcharlotte.com/,https://maps.google.com/?cid=4998070715856084219,"https://maps.apple.com/?ll=35.160472999999996,-80.85004699999999&q=Mugs%20Coffee","About as close to a Charlotte third place institution as you can get in this city where everything, for better or worse, feels so new. You've got writers clubs that meet here, book clubs that meet here, D&D clubs that meet here, business people that take meetings here, students that study here, remote workers that work from here, it's well traveled, and for good reason. Great spot. Maybe hard to find seating during peak times, but round the corner to nearby Panera Bread, Rhino Market SouthPark, Summit Coffee SouthPark, or Tous les Jours if you can't find a spot here.",ChIJPYHlQFmeVogR-1zizNW2XEU,35.160472999999996,-80.85004699999999,,1/7/2025 9:13am,11/6/2022 6:45pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqE3vHxHwhk1avEkQvt8mH_HK0jyocKJOp4cjVqyzbroD48dfJxrf3-C0TERBm5w8IPpZdic9nDIwe7HGdNOsC2SfATTPNQdg3k=s4800-w2048-h1225', 'https://lh3.googleusercontent.com/places/ANXAkqFnR3O7O_Vp5BMm1UGdviRCuybrfZ6v_ijAAHk4ef0S6zeyNCBQfqo060ENQCg7TNWY28uPWyGKBEy2h7vYuJkf2VnFFzIctsI=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqHdagRhaNBHSEoliFc0ym17F4vMyBYK4dXSDCTR6x0agAsGQgvqepXOvuW00DYF0xq95v2VL-2jurwKKshJh4lO8Z-6v1Zx8P4=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqG-FnphbRICL9ojKK2zosrl7y4WUdHqxm7LmpswuYc2xfVHyMA-NhCik3HKNZX5lnK9Bsq6ATyIAt_-eXqxdaq2BxHuYxnWsd8=s4800-w4800-h3600', 'https://lh3.googleusercontent.com/places/ANXAkqGPnXGYUtfGv1KziNVqROnrGUYLzfwxaxZh6LNiKdx2YOXHETRok-J6n6ZmNHpiHcC-Pyz-sM4D0ewsgo4rhtCXqs863pqJiTA=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqGBet-z1MAyEJgEZULXGdiUeQ4CICmY4m_qPvkywsCBn--r-jZifB0TaaXa_9Oapn0YyfJ4YSxwciWleq_-YVpPbZu1Hcs6kh8=s4800-w4080-h3072', 'https://lh3.googleusercontent.com/places/ANXAkqFtiTWaZIUJjOo4uicxcMqCMYcLKiRSmokw3scfBTvndaBNIQTFkZCADfafgSXggKFrXQGqVvDijQ-AcPy9AY3YHB_d3wCWh3o=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGrI-hzmqCwicOoJo9jfJ_-zG35fxZ73HPGrvINWeBKqSOF_QeeCnOemYN8q9z-ESib451fagOyWA4oTJKmKrE94AVa6Q-3VjQ=s4800-w2841-h2682', 'https://lh3.googleusercontent.com/places/ANXAkqEOMXiLTNN3QavNX1AHacpsWO3UiqCoBP_bVZ53OcSNsZrdjgzkCwWRjBknzTs86Oxhv6xQX5XNv8dPeQj3ZmLwYYzi4aGXx6c=s4800-w3024-h4032']"
My Story Cafe,"Café,Coffee Shop",Small,Uptown,"120 Brevard Court Suite A, Charlotte, NC 28202, USA",,Yes,Paid,Yes,No,Yes,,https://mystorycafeclt.com/,https://maps.google.com/?cid=12067855268645395053,"https://maps.apple.com/?ll=35.225740699999996,-80.846428&q=My%20Story%20Cafe","In the Latta Arcade business center, so plenty of other great attractions nearby for making this a trip. It is super small, seating for maybe 5-6 people indoors, but plenty of outdoor seating because of the business center. Food options galore in addition to getting a drink here.",ChIJL0qfJJqhVogRbVpvuG2ieac,35.225740699999996,-80.846428,,1/7/2025 9:13am,5/31/2024 2:03pm,Yes,[]
Night Swim Coffee | Bank of America Tower,Coffee Shop,Large,Uptown,"620 S Tryon St Suite 150, Charlotte, NC 28202, USA",Hipster,Yes,Paid,Yes,No,Yes,,https://nightswimcoffee.com/,https://maps.google.com/?cid=12119482857202025329,"https://maps.apple.com/?ll=35.2237698,-80.849712&q=Night%20Swim%20Coffee%20%7C%20Bank%20of%20America%20Tower",,ChIJK_9Nv76hVogRcYP2ZHINMag,35.2237698,-80.849712,,12/27/2024 2:58pm,11/6/2022 6:47pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqFMkkRon8iWRfptH7Acc3k7e_sI0DkcHrIQk_N5ITDxpyByX8E_t81Q7Zs7DLrVJxsk3QstYsHzKFikO9tML11T482f5W2lrF0=s4800-w3600-h2400', 'https://lh3.googleusercontent.com/places/ANXAkqE2gzTYYCS3CmGVIGIGhZdr-zyiPVEmVwnvGpndHJHvbGoWh7N_G0442aIhXxUBgfoo8WRD_7ObUAaROIImcwF_c9zFiYX-nCY=s4800-w3202-h4003', 'https://lh3.googleusercontent.com/places/ANXAkqFquQ-h_w3RxuNAa4IBqTTJLvuEXFzM5M8Q5RKjzAq028SyjNs6RyoASZ-RxEycFZvVgWWVnOYanqUvsd3bXsRTdQzoCirFe-4=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqEU5-rK-SZrAVpe9xJVVQ7vJmQ6C31Gr1YheMQ3qZdraWgl9xbtB4Rxyw5CieoaxkODjFSuqUUSwBsdTnzsnKd2t1kWiOfbUnY=s4800-w1365-h2048', 'https://lh3.googleusercontent.com/places/ANXAkqE8DQt11LwqYOFTXkYvIqtbREDE4nsk9ZwlUzE_zwb-APmwY0ZG5k3r1hGcuXiJH8KiSBdG3cd5vgzb1HoW1_blRV4-_nu9CII=s4800-w1638-h2048', 'https://lh3.googleusercontent.com/places/ANXAkqGVuuenSjFYY-SuvXBt_n2Ki1ISyDik3jddyKU8hdTGAWZIna4UYpjrhcHW6vTQWZi3aabmqzDcXoLTJhgKMNwJUgo89jq86S0=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqF0gkObybFuLUYl2qYMRweSVSWyT2IEDMBX-dXj1dOYPKu_usJ0ET2jFEabl6Mi1mkpeCBjIjkmiiZquKVpQJP5tQLp-NZo_aI=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqGgB_UqIC_CNfs9mjLq_chS-RNp1dEFA2LVgBCRbllscHsq2boZBsUeImeaBG55DKmjwqOJd8wSF_g06teNsf7b5OyG0So2xCc=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGVHZr1Qf6AlOCPR9O1U5fyxoz0-tJ-cc6cTvB6Lxicl5Hdekwwm87dyP_Hndtua_nAqtbCwBto6QklVyogX4b0KDjhobHGNOg=s4800-w4032-h3024', 'https://lh3.googleusercontent.com/places/ANXAkqHUAGQ2m9WBFVtuTbKsNjry0wK3DZdResekjY1M0MiuqKxwfYppf-V6KNuAbRqmkCU0zlwboYZoIULtKwnWdjASq5JAqIfOPPE=s4800-w3024-h4032']"
Night Swim Coffee | Brevard,Coffee Shop,Medium,NoDa,"1824 N Brevard St, Charlotte, NC 28206, USA",,Yes,Paid,Yes,No,Yes,,https://nightswimcoffee.com/,https://maps.google.com/?cid=11973687219372902204,"https://maps.apple.com/?ll=35.2382737,-80.8206072&q=Night%20Swim%20Coffee%20%7C%20Brevard","Right across from a light rail stop, so easy access for those who live on the line and don’t want to drive here. It’s in the bottom of an apartment building, so plenty of traffic during peak hours. Parking is free if you can find a street spot, which might be tough given that  apartment residents and their guests usually have those spots. There’s a paid very small gravel lot nearby though. Excellent, like 10/10 Super Saiyan god level access to outlets. Very well designed. You can show up with your battery on E and you should be alright. The bagels are really good, and the hot tea options. I’m sure the coffee is as well, but I’m a tea guy.",ChIJtfTs7NqhVogRPEdbMhYVK6Y,35.2382737,-80.8206072,,1/7/2025 9:12am,7/4/2024 12:53pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqFFv2n-w3PNZm7N5lFeDAIRkec4N6nzKEzRAufe--hgtyq2jF28EFF9rkX2WKAQ-WMp4KsDBTfzKxKfYtJ8m7YQvikM4tHBy5k=s4800-w4000-h3000', 'https://lh3.googleusercontent.com/places/ANXAkqEPArzw4YxNC3lgAK3UfptEOUJovyBJyuf7q104P26gwq2bRJELWaBGIZAnlzDj7R9DeZ6IfQCYx4zdACHdksDsUmxcXDHo6sA=s4800-w4006-h3000', 'https://lh3.googleusercontent.com/places/ANXAkqHnvIZxCSq209od8-6_sB7mcZZgc400-lf1sJQiMnOhFTChGw4tLa0roeGalE7zoEvvueELE_zbNVmoCzJmYk6mG-iEatACbsI=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqGSfVPFVOl6_hvMx0ufLMs5XVqlbOJocCe6kxP77tjvtBWcJVPC1Y9ZQ91iYVK591Oo4yDBtW2AfQvDdy6isFs9hGuy6YirVcg=s4800-w4000-h2252']"
Night Swim Coffee | Oakhurst,Coffee Shop,Medium,Oakhurst,"1620 Oakhurst Commons Dr Suite 306, Charlotte, NC 28205, USA",Hipster,Yes,Free,Yes,No,Yes,,http://www.nightswimcoffee.com/,https://maps.google.com/?cid=12383484714881306209,"https://maps.apple.com/?ll=35.1937954,-80.78176049999999&q=Night%20Swim%20Coffee%20%7C%20Oakhurst","The cinnamon sugar bagel is very good, they give you a generous amount of cream cheese. Like, almost too much, which I consider to be a good thing. Also they have a solid tea menu, not an overwhelming amount of choices, but the ones they have are a step above your standard Earl Grey, English Breakfast, and Jasmine Green teas. I'm a tea person, so any spot with good tea automatically becomes a favorite of mine. If you get the tea ""for here"" they give you a nice mug and a little glass holder thing with extra tea and a plate and sometimes even a gold colored (not actual gold) spoon. Very quaint. Very posh. Very ""demure"". I know I'm not using that word right. I don't care.",ChIJUdrm1RchVIgRYc7617z52qs,35.1937954,-80.78176049999999,,1/7/2025 9:13am,11/6/2022 6:46pm,Yes,"['https://lh3.googleusercontent.com/places/ANXAkqEZWMpIzlrAN0oMnokA5jJBGR2RJwX5hK06WRBTMKHcTyYnz_rrwKbRihdq0Ckv8SVPSlHGjtmtYDvMA0EejvuMEruvvJUI1zg=s4800-w1093-h1685', 'https://lh3.googleusercontent.com/places/ANXAkqG3-aEIV4sf5_6mYSQk1LI7St-G5zekDtYyvFLRT3P0Ys-UQ3liSmCz69wjF6Q6FV5HK4qedBDggEBujhhLjA9wwebspyPh0UA=s4800-w3852-h1848', 'https://lh3.googleusercontent.com/places/ANXAkqHm40n5y0BjcGLKn7eGekdrgDcAJbFYXpQ7V3vP35MTOngyXWkwBAb6TOkQ_ZeVIojk_ouANLyOJTcg-6LxzKceua88blpYPdk=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqH3tfsxVHNaPcvNpzCb3Rn_yG5KQoEW4cFeQCmGaaFrnr9r5EfaSj6i85DSOBMKKN4FYOSfw7UnLI2TkhWlD3a23ZhlIkU1bO8=s4800-w3600-h2400', 'https://lh3.googleusercontent.com/places/ANXAkqF1jT92-DZbjBduiGIVrF5Ya5WPzfHSI3810o6Edcqq-RHzV64ZaCtbFBfdPWJKkYjIzgEpBXuDJuOSxkCJ91kqePN4TApgiVs=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqFYfTTZoLPUIazEhrQznj2Ewbu18V0TOzifQ80anHy8RAOlv3aF1cCKAjTBXPRdSzGOQsnxM_gGe1bjTCVW_ukT4xedMP8BHAw=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqHoWDmYW6CX4SbqMJ6MHeNmL5JWuzdSbhZvWN3H3RAh4EuWEzBjxxiGzzaxyIVTl2MI8ElSIjXrIlC6nutVDoooAvs7UeEFQMY=s4800-w3000-h4000', 'https://lh3.googleusercontent.com/places/ANXAkqFnfXeVT7agypF3T_hd8nV0yd0jUPb5QLFuFENpxSbe9Vmv-RIC-4U07cpgWeB-mS2C_UFPFZ72kyTctwVY_vZqsN1XH8DGi8k=s4800-w3024-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqGAmcjiNvtxhC6twkgZcnwyYlN1AjOWxAFdzqt7UkP7g6OgiYoxt09-XdBw-ETkx5bjRsTD2kwoUKBAu3F9T7dMEbdDWBe-evA=s4800-w2268-h4032', 'https://lh3.googleusercontent.com/places/ANXAkqHip__2YV2lKKrfUKqf27SgaZIFya3tktJy8dBOQG0404dEUVp3mcGOvCMlfXYT8arMnp7C_xYv92rq6gCVMqKR6BzwA0NqMp0=s4800-w3072-h4080']"
